group;id;course;semester;grade
1;76;Neurotechnology and Mind Control;1;13
1;76;Neurotechnology and Mind Control;1;10.75
1;76;Neurotechnology and Mind Control;1;6.75
1;76;Neurotechnology and Mind Control;1;10.5
1;76;Neurotechnology and Mind Control;1;6
1;76;Neurotechnology and Mind Control;1;9
1;76;Neurotechnology and Mind Control;1;10
1;76;Neurotechnology and Mind Control;1;13.25
1;76;Quantum Physics and Time Manipulation;2;10
1;76;Quantum Physics and Time Manipulation;2;12
1;76;Quantum Physics and Time Manipulation;2;11
1;76;Quantum Physics and Time Manipulation;2;12
1;76;Quantum Physics and Time Manipulation;2;9
1;76;Quantum Physics and Time Manipulation;2;12
1;76;Quantum Physics and Time Manipulation;2;10
1;76;Quantum Physics and Time Manipulation;2;8
1;76;Quantum Physics and Time Manipulation;2;12
1;76;Quantum Physics and Time Manipulation;2;12
1;76;Space Law and Ethics;1;8
1;76;Space Law and Ethics;1;9
1;76;Space Law and Ethics;1;4.5
1;76;Space Law and Ethics;1;5.5
1;76;Space Law and Ethics;1;8.5
1;76;Space Law and Ethics;1;7.5
1;76;Space Law and Ethics;1;6.5
1;76;Space Law and Ethics;1;8.5
1;76;Space Law and Ethics;1;6.5
1;76;Space Law and Ethics;1;4.5
1;76;Virtual Reality and Simulated Environments;1;14.2
1;76;Virtual Reality and Simulated Environments;1;14.6
1;76;Virtual Reality and Simulated Environments;1;13.1
1;76;Virtual Reality and Simulated Environments;1;12.7
1;76;Virtual Reality and Simulated Environments;1;20
1;76;Virtual Reality and Simulated Environments;1;10.6
1;76;Xenobiology and Extraterrestrial Life;1;9.25
1;76;Xenobiology and Extraterrestrial Life;1;6.25
1;76;Xenobiology and Extraterrestrial Life;1;10.25
1;76;Xenobiology and Extraterrestrial Life;1;7
1;76;Xenobiology and Extraterrestrial Life;1;7.75
1;92;Artificial Intelligence and Robotics;2;12.4
1;92;Artificial Intelligence and Robotics;2;9.8
1;92;Artificial Intelligence and Robotics;2;12.4
1;92;Artificial Intelligence and Robotics;2;13.4
1;92;Artificial Intelligence and Robotics;2;11.4
1;92;Artificial Intelligence and Robotics;2;11.4
1;92;Artificial Intelligence and Robotics;2;10.3
1;92;Astroengineering and Planetary Colonization;1;14
1;92;Astroengineering and Planetary Colonization;1;4.5
1;92;Astroengineering and Planetary Colonization;1;3.5
1;92;Astroengineering and Planetary Colonization;1;11.5
1;92;Astroengineering and Planetary Colonization;1;15.5
1;92;Astroengineering and Planetary Colonization;1;9
1;92;Astroengineering and Planetary Colonization;1;11.5
1;92;Astroengineering and Planetary Colonization;1;12
1;92;Cybernetics and Human Augmentation;1;17
1;92;Cybernetics and Human Augmentation;1;10
1;92;Cybernetics and Human Augmentation;1;11
1;92;Cybernetics and Human Augmentation;1;15
1;92;Cybernetics and Human Augmentation;1;11
1;92;Cybernetics and Human Augmentation;1;11
1;92;Cybernetics and Human Augmentation;1;11
1;92;Cybernetics and Human Augmentation;1;12
1;92;Cybernetics and Human Augmentation;1;14
1;92;Cybernetics and Human Augmentation;1;13
1;92;Energy Harvesting and Sustainability;2;13.4
1;92;Energy Harvesting and Sustainability;2;12.5
1;92;Energy Harvesting and Sustainability;2;14.5
1;92;Energy Harvesting and Sustainability;2;17
1;92;Interstellar Travel and Navigation;2;14.5
1;92;Interstellar Travel and Navigation;2;13.5
1;92;Interstellar Travel and Navigation;2;9.5
1;92;Interstellar Travel and Navigation;2;6
1;92;Interstellar Travel and Navigation;2;9.5
1;92;Interstellar Travel and Navigation;2;7
1;92;Interstellar Travel and Navigation;2;13.5
1;92;Interstellar Travel and Navigation;2;6
1;92;Interstellar Travel and Navigation;2;8.5
1;92;Neurotechnology and Mind Control;1;11.75
1;92;Neurotechnology and Mind Control;1;9.5
1;92;Neurotechnology and Mind Control;1;10.25
1;92;Neurotechnology and Mind Control;1;11.75
1;92;Neurotechnology and Mind Control;1;8.25
1;92;Neurotechnology and Mind Control;1;7.5
1;92;Neurotechnology and Mind Control;1;13.5
1;92;Neurotechnology and Mind Control;1;10.25
1;92;Neurotechnology and Mind Control;1;11.25
1;92;Quantum Physics and Time Manipulation;2;8
1;92;Quantum Physics and Time Manipulation;2;8
1;92;Quantum Physics and Time Manipulation;2;11
1;92;Quantum Physics and Time Manipulation;2;11
1;92;Quantum Physics and Time Manipulation;2;10
1;92;Quantum Physics and Time Manipulation;2;10
1;92;Quantum Physics and Time Manipulation;2;8
1;92;Quantum Physics and Time Manipulation;2;8
1;92;Space Law and Ethics;1;5
1;92;Space Law and Ethics;1;5.5
1;92;Space Law and Ethics;1;5.5
1;92;Space Law and Ethics;1;7.5
1;92;Space Law and Ethics;1;6
1;92;Space Law and Ethics;1;5
1;92;Space Law and Ethics;1;7.5
1;92;Space Law and Ethics;1;6.5
1;92;Space Law and Ethics;1;8
1;92;Space Law and Ethics;1;6
1;92;Virtual Reality and Simulated Environments;1;13.6
1;92;Virtual Reality and Simulated Environments;1;13.6
1;92;Virtual Reality and Simulated Environments;1;16.9
1;92;Virtual Reality and Simulated Environments;1;13.9
1;92;Virtual Reality and Simulated Environments;1;14.1
1;92;Virtual Reality and Simulated Environments;1;15.4
1;92;Xenobiology and Extraterrestrial Life;1;7.5
1;92;Xenobiology and Extraterrestrial Life;1;11.25
1;92;Xenobiology and Extraterrestrial Life;1;7.25
1;92;Xenobiology and Extraterrestrial Life;1;6.25
1;92;Xenobiology and Extraterrestrial Life;1;10.5
1;106;Artificial Intelligence and Robotics;2;12.5
1;106;Artificial Intelligence and Robotics;2;12.2
1;106;Artificial Intelligence and Robotics;2;14.8
1;106;Artificial Intelligence and Robotics;2;12.9
1;106;Artificial Intelligence and Robotics;2;12.4
1;106;Artificial Intelligence and Robotics;2;13
1;106;Artificial Intelligence and Robotics;2;14.3
1;106;Astroengineering and Planetary Colonization;1;12.5
1;106;Astroengineering and Planetary Colonization;1;10
1;106;Astroengineering and Planetary Colonization;1;9.5
1;106;Astroengineering and Planetary Colonization;1;8
1;106;Astroengineering and Planetary Colonization;1;9
1;106;Astroengineering and Planetary Colonization;1;7.5
1;106;Astroengineering and Planetary Colonization;1;10
1;106;Astroengineering and Planetary Colonization;1;14
1;106;Cybernetics and Human Augmentation;1;12
1;106;Cybernetics and Human Augmentation;1;10
1;106;Cybernetics and Human Augmentation;1;11
1;106;Cybernetics and Human Augmentation;1;17
1;106;Cybernetics and Human Augmentation;1;14
1;106;Cybernetics and Human Augmentation;1;13
1;106;Cybernetics and Human Augmentation;1;17
1;106;Cybernetics and Human Augmentation;1;16
1;106;Cybernetics and Human Augmentation;1;12
1;106;Cybernetics and Human Augmentation;1;16
1;106;Energy Harvesting and Sustainability;2;11.8
1;106;Energy Harvesting and Sustainability;2;15
1;106;Energy Harvesting and Sustainability;2;14.8
1;106;Energy Harvesting and Sustainability;2;14.8
1;106;Interstellar Travel and Navigation;2;15.5
1;106;Interstellar Travel and Navigation;2;15
1;106;Interstellar Travel and Navigation;2;5
1;106;Interstellar Travel and Navigation;2;14.5
1;106;Interstellar Travel and Navigation;2;18.5
1;106;Interstellar Travel and Navigation;2;10.5
1;106;Interstellar Travel and Navigation;2;10
1;106;Interstellar Travel and Navigation;2;16
1;106;Interstellar Travel and Navigation;2;12
1;106;Interstellar Travel and Navigation;2;15.5
1;106;Neurotechnology and Mind Control;1;9.25
1;106;Neurotechnology and Mind Control;1;9.5
1;106;Neurotechnology and Mind Control;1;10.75
1;106;Neurotechnology and Mind Control;1;10.25
1;106;Neurotechnology and Mind Control;1;11.75
1;106;Neurotechnology and Mind Control;1;12
1;106;Neurotechnology and Mind Control;1;9
1;106;Neurotechnology and Mind Control;1;11
1;106;Quantum Physics and Time Manipulation;2;13
1;106;Quantum Physics and Time Manipulation;2;11
1;106;Quantum Physics and Time Manipulation;2;7
1;106;Quantum Physics and Time Manipulation;2;10
1;106;Quantum Physics and Time Manipulation;2;12
1;106;Quantum Physics and Time Manipulation;2;10
1;106;Quantum Physics and Time Manipulation;2;10
1;106;Quantum Physics and Time Manipulation;2;6
1;106;Quantum Physics and Time Manipulation;2;11
1;106;Space Law and Ethics;1;5
1;106;Space Law and Ethics;1;8
1;106;Space Law and Ethics;1;9.5
1;106;Space Law and Ethics;1;5
1;106;Space Law and Ethics;1;6.5
1;106;Space Law and Ethics;1;8
1;106;Space Law and Ethics;1;6
1;106;Space Law and Ethics;1;9.5
1;106;Space Law and Ethics;1;4.5
1;106;Space Law and Ethics;1;6
1;106;Virtual Reality and Simulated Environments;1;11.7
1;106;Virtual Reality and Simulated Environments;1;12
1;106;Virtual Reality and Simulated Environments;1;17.7
1;106;Virtual Reality and Simulated Environments;1;15.5
1;106;Virtual Reality and Simulated Environments;1;14.4
1;106;Xenobiology and Extraterrestrial Life;1;7.5
1;106;Xenobiology and Extraterrestrial Life;1;13.25
1;106;Xenobiology and Extraterrestrial Life;1;9.5
1;106;Xenobiology and Extraterrestrial Life;1;8.75
1;106;Xenobiology and Extraterrestrial Life;1;4.5
1;107;Artificial Intelligence and Robotics;2;9.8
1;107;Artificial Intelligence and Robotics;2;15.9
1;107;Artificial Intelligence and Robotics;2;13.1
1;107;Artificial Intelligence and Robotics;2;11
1;107;Artificial Intelligence and Robotics;2;13.1
1;107;Artificial Intelligence and Robotics;2;14.7
1;107;Artificial Intelligence and Robotics;2;14
1;107;Astroengineering and Planetary Colonization;1;15.5
1;107;Astroengineering and Planetary Colonization;1;2.5
1;107;Astroengineering and Planetary Colonization;1;6.5
1;107;Astroengineering and Planetary Colonization;1;9.5
1;107;Astroengineering and Planetary Colonization;1;10
1;107;Astroengineering and Planetary Colonization;1;5.5
1;107;Astroengineering and Planetary Colonization;1;6
1;107;Cybernetics and Human Augmentation;1;15
1;107;Cybernetics and Human Augmentation;1;15
1;107;Cybernetics and Human Augmentation;1;13
1;107;Cybernetics and Human Augmentation;1;10
1;107;Cybernetics and Human Augmentation;1;12
1;107;Cybernetics and Human Augmentation;1;11
1;107;Cybernetics and Human Augmentation;1;16
1;107;Cybernetics and Human Augmentation;1;14
1;107;Cybernetics and Human Augmentation;1;14
1;107;Energy Harvesting and Sustainability;2;13.2
1;107;Energy Harvesting and Sustainability;2;13.1
1;107;Energy Harvesting and Sustainability;2;10.9
1;107;Energy Harvesting and Sustainability;2;18.4
1;107;Interstellar Travel and Navigation;2;15.5
1;107;Interstellar Travel and Navigation;2;10
1;107;Interstellar Travel and Navigation;2;16.5
1;107;Interstellar Travel and Navigation;2;10
1;107;Interstellar Travel and Navigation;2;11.5
1;107;Interstellar Travel and Navigation;2;4.5
1;107;Interstellar Travel and Navigation;2;14.5
1;107;Interstellar Travel and Navigation;2;9.5
1;107;Interstellar Travel and Navigation;2;8
1;107;Interstellar Travel and Navigation;2;15
1;107;Neurotechnology and Mind Control;1;6.5
1;107;Neurotechnology and Mind Control;1;10.75
1;107;Neurotechnology and Mind Control;1;7.5
1;107;Neurotechnology and Mind Control;1;8
1;107;Neurotechnology and Mind Control;1;10
1;107;Neurotechnology and Mind Control;1;10.5
1;107;Neurotechnology and Mind Control;1;10.25
1;107;Quantum Physics and Time Manipulation;2;11
1;107;Quantum Physics and Time Manipulation;2;8
1;107;Quantum Physics and Time Manipulation;2;12
1;107;Quantum Physics and Time Manipulation;2;11
1;107;Quantum Physics and Time Manipulation;2;9
1;107;Quantum Physics and Time Manipulation;2;9
1;107;Quantum Physics and Time Manipulation;2;10
1;107;Quantum Physics and Time Manipulation;2;12
1;107;Quantum Physics and Time Manipulation;2;10
1;107;Quantum Physics and Time Manipulation;2;9
1;107;Space Law and Ethics;1;7
1;107;Space Law and Ethics;1;9
1;107;Space Law and Ethics;1;8
1;107;Space Law and Ethics;1;5
1;107;Space Law and Ethics;1;9.5
1;107;Space Law and Ethics;1;7.5
1;107;Space Law and Ethics;1;7.5
1;107;Space Law and Ethics;1;5
1;107;Space Law and Ethics;1;5.5
1;107;Space Law and Ethics;1;7
1;107;Virtual Reality and Simulated Environments;1;17.1
1;107;Virtual Reality and Simulated Environments;1;14.3
1;107;Virtual Reality and Simulated Environments;1;12.7
1;107;Virtual Reality and Simulated Environments;1;15.2
1;107;Virtual Reality and Simulated Environments;1;16.6
1;107;Virtual Reality and Simulated Environments;1;15.2
1;107;Xenobiology and Extraterrestrial Life;1;6.75
1;107;Xenobiology and Extraterrestrial Life;1;8.75
1;107;Xenobiology and Extraterrestrial Life;1;9
1;107;Xenobiology and Extraterrestrial Life;1;12.75
1;107;Xenobiology and Extraterrestrial Life;1;13
1;147;Artificial Intelligence and Robotics;2;10.6
1;147;Artificial Intelligence and Robotics;2;12.7
1;147;Artificial Intelligence and Robotics;2;11.1
1;147;Artificial Intelligence and Robotics;2;14.1
1;147;Artificial Intelligence and Robotics;2;12.8
1;147;Artificial Intelligence and Robotics;2;10.1
1;147;Artificial Intelligence and Robotics;2;13.8
1;147;Astroengineering and Planetary Colonization;1;10
1;147;Astroengineering and Planetary Colonization;1;11.5
1;147;Astroengineering and Planetary Colonization;1;13
1;147;Astroengineering and Planetary Colonization;1;14.5
1;147;Astroengineering and Planetary Colonization;1;10
1;147;Astroengineering and Planetary Colonization;1;13
1;147;Astroengineering and Planetary Colonization;1;10.5
1;147;Cybernetics and Human Augmentation;1;18
1;147;Cybernetics and Human Augmentation;1;12
1;147;Cybernetics and Human Augmentation;1;14
1;147;Cybernetics and Human Augmentation;1;14
1;147;Cybernetics and Human Augmentation;1;14
1;147;Cybernetics and Human Augmentation;1;13
1;147;Cybernetics and Human Augmentation;1;14
1;147;Cybernetics and Human Augmentation;1;13
1;147;Cybernetics and Human Augmentation;1;16
1;147;Energy Harvesting and Sustainability;2;16.3
1;147;Energy Harvesting and Sustainability;2;12.6
1;147;Energy Harvesting and Sustainability;2;15.5
1;147;Energy Harvesting and Sustainability;2;10.9
1;147;Interstellar Travel and Navigation;2;12
1;147;Interstellar Travel and Navigation;2;5
1;147;Interstellar Travel and Navigation;2;14
1;147;Interstellar Travel and Navigation;2;11
1;147;Interstellar Travel and Navigation;2;9.5
1;147;Interstellar Travel and Navigation;2;12
1;147;Interstellar Travel and Navigation;2;11
1;147;Interstellar Travel and Navigation;2;18.5
1;147;Interstellar Travel and Navigation;2;16
1;147;Interstellar Travel and Navigation;2;10.5
1;147;Neurotechnology and Mind Control;1;11
1;147;Neurotechnology and Mind Control;1;8.75
1;147;Neurotechnology and Mind Control;1;11.25
1;147;Neurotechnology and Mind Control;1;16.5
1;147;Neurotechnology and Mind Control;1;9.5
1;147;Neurotechnology and Mind Control;1;14.5
1;147;Neurotechnology and Mind Control;1;8.5
1;147;Neurotechnology and Mind Control;1;14
1;147;Neurotechnology and Mind Control;1;9
1;147;Quantum Physics and Time Manipulation;2;10
1;147;Quantum Physics and Time Manipulation;2;13
1;147;Quantum Physics and Time Manipulation;2;9
1;147;Quantum Physics and Time Manipulation;2;10
1;147;Quantum Physics and Time Manipulation;2;12
1;147;Quantum Physics and Time Manipulation;2;7
1;147;Quantum Physics and Time Manipulation;2;12
1;147;Quantum Physics and Time Manipulation;2;9
1;147;Quantum Physics and Time Manipulation;2;12
1;147;Space Law and Ethics;1;4
1;147;Space Law and Ethics;1;8.5
1;147;Space Law and Ethics;1;7.5
1;147;Space Law and Ethics;1;6
1;147;Space Law and Ethics;1;5
1;147;Space Law and Ethics;1;7
1;147;Space Law and Ethics;1;7.5
1;147;Space Law and Ethics;1;6.5
1;147;Virtual Reality and Simulated Environments;1;15
